,genres,app_name,item_id,developer,user_id,recommend,sentiment_analysis,playtime_forever
29427,"Action, Adventure",Just Cause 2,8190,Avalanche Studios,76561198063161083,True,2,888.0
29428,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,whofckcares,True,2,3348.0
29429,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,iLaGGaH,True,2,315.0
29430,"Action, Casual, Indie",One Finger Death Punch,264200,Silver Dollar Games,iLaGGaH,True,2,315.0
29431,"Action, Adventure",Shadow Warrior,233130,Flying Wild Hog,iLaGGaH,True,1,315.0
29432,"Action, Adventure",Prototype 2,115320,Radical Entertainment,iLaGGaH,True,2,315.0
29433,Action,Saints Row: The Third,55230,Volition,iLaGGaH,True,0,315.0
29434,Racing,Shift 2 Unleashed,47920,Slightly Mad Studios,iLaGGaH,False,2,315.0
29435,Action,Killing Floor,1250,Tripwire Interactive,iLaGGaH,True,0,315.0
29436,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198084027874,True,2,290.0
29437,"Action, RPG",DARK SOULS™ II,236430,"FromSoftware, Inc",76561198084027874,True,2,290.0
29440,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,Quazziemodo,True,2,186.0
29441,"Indie, Simulation, Strategy, Early Access",RimWorld,294100,Ludeon Studios,Quazziemodo,True,2,186.0
29442,"Action, Adventure",No Man's Sky,275850,Hello Games,Quazziemodo,False,0,186.0
29443,"Simulation, Strategy",Cities: Skylines,255710,Colossal Order Ltd.,Quazziemodo,True,2,186.0
29444,"Simulation, Strategy",Europa Universalis IV,236850,Paradox Development Studio,Quazziemodo,True,2,186.0
29445,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,Packmanman,True,2,275.0
29446,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198057784617,True,2,631.0
29447,"Action, Adventure",No Man's Sky,275850,Hello Games,76561198057784617,False,1,631.0
29448,"Action, Indie, Massively Multiplayer, Early Access",DayZ,221100,Bohemia Interactive,76561198057784617,True,0,631.0
29449,"Action, Adventure",Shadow Warrior,233130,Flying Wild Hog,76561198057784617,True,2,631.0
29450,"Action, Free to Play, Massively Multiplayer",PlanetSide 2,218230,Daybreak Game Company,76561198057784617,True,0,631.0
29452,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,Kael_Lee,True,2,186.0
29453,"Action, Adventure",Middle-earth™: Shadow of Mordor™,241930,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)",Kael_Lee,True,2,186.0
29459,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198014872561,True,0,1631.0
29460,"Action, Indie, Massively Multiplayer, Early Access",DayZ,221100,Bohemia Interactive,76561198014872561,True,0,1631.0
29462,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,Kryskk,True,2,24.0
29463,"Action, Adventure, Simulation, Early Access",Hurtworld,393420,Bankroll Studios,Kryskk,True,0,24.0
29464,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,mattpatterson94,True,2,148.0
29468,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198074993638,True,2,1148.0
29472,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198158147651,True,2,3616.0
29473,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198090180844,True,1,1.0
29474,"Action, Adventure, Casual, Free to Play, Indie",Unturned,304930,Smartly Dressed Games,76561198090180844,True,2,1.0
29475,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198090180844,True,1,1.0
29476,"Action, Free to Play",Team Fortress 2,440,Valve,76561198090180844,True,2,1.0
29477,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,CXYLV7J2YTEPIQO7POLCDA5NYE6EFWAB,True,2,562.0
29478,"Action, Free to Play",Team Fortress 2,440,Valve,CXYLV7J2YTEPIQO7POLCDA5NYE6EFWAB,True,2,562.0
29479,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198091203454,True,2,11.0
29480,Action,DOOM,379720,id Software,76561198091203454,True,2,11.0
29481,"Action, RPG",Dying Light,239140,Techland,76561198091203454,True,1,11.0
29482,"Action, Adventure, Indie, RPG, Early Access",GRAV,332500,"BitMonster, Inc.",76561198091203454,False,1,11.0
29483,"Action, Indie, Massively Multiplayer, Early Access",DayZ,221100,Bohemia Interactive,76561198091203454,False,2,11.0
29484,Action,Call of Duty: World at War,10090,Treyarch,76561198091203454,False,2,11.0
29489,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198010288624,True,1,1.0
29490,"Indie, RPG",Undertale,391540,tobyfox,76561198010288624,True,2,1.0
29491,"Free to Play, Massively Multiplayer, RPG",Tree of Savior (English Ver.),372000,"IMCGAMES Co.,Ltd.",76561198010288624,False,2,1.0
29492,"Action, Free to Play",Warframe,230410,Digital Extremes,76561198010288624,True,2,1.0
29494,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198073297767,True,2,72.0
29495,"Action, Adventure, Indie",Cry of Fear,223710,Team Psykskallar,76561198073297767,True,2,72.0
29496,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,cryingwolfie,True,2,296.0
29497,"Action, RPG",Deus Ex: Mankind Divided,337000,"Eidos Montreal,Feral Interactive (Linux),Feral Interactive (Mac)",cryingwolfie,False,0,296.0
29498,Indie,Audiosurf 2,235800,Dylan Fitterer,cryingwolfie,True,2,296.0
29502,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,TustardCart,True,1,2509.0
29503,"Action, Adventure, Indie, Massively Multiplayer, RPG",ARK: Survival Evolved,346110,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",TustardCart,False,0,2509.0
29504,"Casual, Indie, Simulation, Strategy, Early Access",Factorio,427520,Wube Software LTD.,TustardCart,True,2,2509.0
29505,"Adventure, Indie",The Beginner's Guide,303210,Everything Unlimited Ltd.,TustardCart,True,1,2509.0
29506,"Adventure, Casual, Indie",Plug & Play,353560,"Mario von Rickenbach,Michael Frei",TustardCart,True,2,2509.0
29507,"Action, Casual, Indie, Strategy",Yet Another Zombie Defense,270550,Awesome Games Studio,TustardCart,True,1,2509.0
29508,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,TustardCart,True,2,2509.0
29510,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,Stazza19,True,0,13.0
29511,"Action, Adventure, Casual, Indie, RPG",Starbound,211820,Chucklefish,Stazza19,True,2,13.0
29512,"Action, Indie, Massively Multiplayer, Early Access",DayZ,221100,Bohemia Interactive,Stazza19,False,2,13.0
29513,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198098579167,True,2,291.0
29514,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,TraiHard,True,0,222.0
29515,"Action, Adventure, Free to Play, Massively Multiplayer, RPG",TERA,323370,"Bluehole, Inc.",TraiHard,True,1,222.0
29516,"Action, Adventure, Casual, Indie, RPG",Starbound,211820,Chucklefish,TraiHard,True,2,222.0
29517,"Action, Free to Play, Indie, Massively Multiplayer",Heroes & Generals,227940,Reto-Moto,TraiHard,True,0,222.0
29518,"Action, Free to Play, Indie, Massively Multiplayer, RPG, Simulation",Robocraft,301520,Freejam,TraiHard,True,1,222.0
29519,"Action, Adventure, Casual, Free to Play, Indie",Unturned,304930,Smartly Dressed Games,TraiHard,True,2,222.0
29520,RPG,Fallout 4,377160,Bethesda Game Studios,TraiHard,True,2,222.0
29521,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,TraiHard,True,2,222.0
29522,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198026497579,True,2,23.0
29523,"Action, Adventure, Indie, Massively Multiplayer, RPG",ARK: Survival Evolved,346110,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",76561198026497579,True,2,23.0
29524,"Action, Indie, Massively Multiplayer, Early Access",DayZ,221100,Bohemia Interactive,76561198026497579,True,0,23.0
29525,"Action, Adventure, Indie",Cry of Fear,223710,Team Psykskallar,76561198026497579,True,1,23.0
29526,"Indie, Simulation",Euro Truck Simulator 2,227300,SCS Software,76561198026497579,True,2,23.0
29527,"Action, Adventure, Indie, RPG",Torchlight II,200710,Runic Games,76561198026497579,True,1,23.0
29533,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,KrazehKitteh,True,2,2877.0
29534,"Action, Free to Play",Team Fortress 2,440,Valve,KrazehKitteh,True,1,2877.0
29537,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198015083753,True,2,2401.0
29538,"Action, Free to Play, Massively Multiplayer, RPG, Early Access",Survarium,355840,Vostok Games,76561198015083753,True,2,2401.0
29539,"Action, Indie, Massively Multiplayer, Early Access",DayZ,221100,Bohemia Interactive,76561198015083753,True,0,2401.0
29540,"Action, Simulation, Strategy",Arma 3,107410,Bohemia Interactive,76561198015083753,True,2,2401.0
29541,"Action, Adventure",Saints Row IV,206420,Deep Silver Volition,76561198015083753,True,2,2401.0
29542,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,dapopof087,True,1,264.0
29544,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198043018658,True,2,112.0
29545,"Action, Free to Play, Indie",Brawlhalla,291550,Blue Mammoth Games,76561198043018658,True,2,112.0
29546,"Action, Adventure, Casual, Free to Play, Indie",Unturned,304930,Smartly Dressed Games,76561198043018658,True,2,112.0
29547,"Adventure, Casual, Free to Play, Indie, Simulation",Emily is Away,417860,Kyle Seeley,76561198043018658,True,0,112.0
29548,Action,Left 4 Dead 2,550,Valve,76561198043018658,True,1,112.0
29549,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,EasyMcYeezy,False,0,991.0
29550,"Action, Free to Play, Massively Multiplayer",PlanetSide 2,218230,Daybreak Game Company,EasyMcYeezy,True,2,991.0
29553,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198060903464,True,2,326.0
29554,"Action, Adventure",Batman™: Arkham Knight,208650,Rocksteady Studios,76561198060903464,True,0,326.0
29555,"Action, Indie, Strategy",Natural Selection 2,4920,Unknown Worlds Entertainment,76561198060903464,True,2,326.0
29556,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,Gamesnature,True,1,969.0
29557,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,Gamesnature,True,2,969.0
29558,Adventure,Tales from the Borderlands,330830,Telltale Games,Gamesnature,True,1,969.0
29559,"Massively Multiplayer, RPG",FINAL FANTASY XIV Online,39210,Square Enix,Gamesnature,True,2,969.0
29560,"Action, Indie, Massively Multiplayer, Early Access",DayZ,221100,Bohemia Interactive,Gamesnature,True,1,969.0
29561,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198062628083,True,2,21.0
29562,Action,Mortal Kombat X,307780,"NetherRealm Studios,High Voltage Software",76561198062628083,False,2,21.0
29564,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198065162092,True,2,1859.0
29565,"Indie, Simulation, Strategy, Early Access",Stonehearth,253250,Radiant Entertainment,76561198065162092,True,2,1859.0
29566,"Action, Casual, Indie",One Finger Death Punch,264200,Silver Dollar Games,76561198065162092,True,2,1859.0
29567,"Action, Indie, Massively Multiplayer, Early Access",DayZ,221100,Bohemia Interactive,76561198065162092,True,2,1859.0
29568,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,CwamyPoo,True,2,361.0
29569,"Adventure, Casual, Indie",SnakEscape,409440,"Triple-Star Studio,Rock Path Collective",CwamyPoo,True,2,361.0
29570,"Action, Adventure",Half Dead,434730,Room710Games,CwamyPoo,True,2,361.0
29571,"Action, Adventure, Casual, Indie",Tasty Blue,345200,Dingo Games,CwamyPoo,True,2,361.0
29572,"Casual, Indie, Simulation",Goat Simulator,265930,Coffee Stain Studios,CwamyPoo,True,2,361.0
29573,"Action, Free to Play",Team Fortress 2,440,Valve,CwamyPoo,True,2,361.0
29576,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,death115,True,1,3.0
29577,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,dogeBH,True,2,410.0
29578,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198069747054,True,2,145.0
29579,Action,Killing Floor 2,232090,Tripwire Interactive,76561198069747054,True,2,145.0
29580,"Action, Adventure, Free to Play, Simulation, Sports",theHunter Classic,253710,"Expansive Worlds,Avalanche Studios",76561198069747054,False,0,145.0
29581,"Action, Casual, Indie, Strategy",Yet Another Zombie Defense,270550,Awesome Games Studio,76561198069747054,True,2,145.0
29582,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198071835945,True,2,235.0
29583,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198074721767,True,2,23.0
29584,"Action, Adventure, Indie",They Breathe,294140,The Working Parts,76561198074721767,True,2,23.0
29587,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198083141377,True,2,131.0
29588,"Action, Adventure, Indie, Simulation, Strategy",The Escapists,298630,Mouldy Toof Studios,76561198083141377,False,0,131.0
29589,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198086872866,True,2,144.0
29590,"Animation &amp; Modeling, Video Production",FaceRig,274920,Holotech Studios,76561198086872866,True,2,144.0
29591,"Action, Adventure, Casual, Free to Play, Indie",Unturned,304930,Smartly Dressed Games,76561198086872866,True,2,144.0
29592,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198087527685,True,2,28.0
29596,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198089032867,True,2,185.0
29598,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,jamesbow1000,True,0,3.0
29599,"Action, Adventure",Grand Theft Auto V,271590,Rockstar North,jamesbow1000,True,1,3.0
29600,Action,PAYDAY™ The Heist,24240,OVERKILL Software,jamesbow1000,True,1,3.0
29601,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198101581044,True,0,1410.0
29602,"Action, Free to Play",Team Fortress 2,440,Valve,76561198101581044,True,2,1410.0
29611,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,76561198109850090,True,0,10.0
29612,"Action, Adventure, Indie, Simulation, Early Access",The Forest,242760,Endnight Games Ltd,GodLoveGuru,True,0,15.0
29613,"Action, Adventure, Indie",The Fall,290770,Over The Moon,76561198003593278,True,2,26.0
29615,"Action, Adventure, Indie",The Fall,290770,Over The Moon,76561198003593278,True,2,26.0
29617,Action,Ryse: Son of Rome,302510,Crytek,76561198003593278,False,1,26.0
29619,Action,Ryse: Son of Rome,302510,Crytek,76561198003593278,False,1,26.0
29621,"Action, Adventure, Indie",The Fall,290770,Over The Moon,76561198089291500,True,2,247.0
29622,"Action, Casual, Indie, Strategy",Yet Another Zombie Defense,270550,Awesome Games Studio,76561198089291500,True,0,247.0
29623,"Action, Adventure, Indie",The Fall,290770,Over The Moon,oliverkellow,True,0,119.0
29624,"Action, Indie",Zeno Clash 2,215690,ACE Team,oliverkellow,True,2,119.0
29625,"Action, Indie, RPG",E.Y.E: Divine Cybermancy,91700,Streum On Studio,oliverkellow,True,0,119.0
29626,"Casual, Indie, RPG",Dungeons of Dredmor,98800,"Gaslamp Games, Inc.",oliverkellow,True,0,119.0
29631,"Action, Adventure, Indie",The Fall,290770,Over The Moon,76561198039514270,True,2,25.0
29632,RPG,Fallout 4,377160,Bethesda Game Studios,76561198039514270,True,1,25.0
29633,Action,Saints Row: Gat out of Hell,301910,"Deep Silver Volition,High Voltage Software",76561198039514270,True,2,25.0
29634,Action,Wolfenstein: The New Order,201810,Machine Games,76561198039514270,True,1,25.0
29635,"Action, Indie",Tower of Guns,266110,Terrible Posture Games,76561198039514270,True,2,25.0
29636,"Action, Adventure",Spec Ops: The Line,50300,Yager Development,76561198039514270,True,0,25.0
29637,"Adventure, Indie",Richard & Alice,279260,Owl Cave,76561198040385787,True,0,55.0
29638,"Action, RPG",BioShock™ Remastered,409710,"2K Boston,2K Australia,Blind Squirrel,Feral Interactive (Mac)",76561198040385787,True,2,55.0
29641,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,76561198051379013,True,2,2801.0
29643,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,76561198051379013,True,2,2801.0
29645,Action,DOOM,379720,id Software,76561198051379013,True,1,2801.0
29647,Action,DOOM,379720,id Software,76561198051379013,True,1,2801.0
29649,"Action, Indie",Skullgirls,245170,Lab Zero Games,76561198051379013,True,1,2801.0
29651,"Action, Indie",Skullgirls,245170,Lab Zero Games,76561198051379013,True,1,2801.0
29656,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,Xalibe,False,0,217.0
29657,"Action, Indie",Chivalry: Medieval Warfare,219640,Torn Banner Studios,Xalibe,True,2,217.0
29658,"Action, Free to Play",Team Fortress 2,440,Valve,Xalibe,True,0,217.0
29659,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,ANIMEPUSSY,False,1,446.0
29660,"Action, Adventure, Indie",Shovel Knight: Treasure Trove,250760,Yacht Club Games,ANIMEPUSSY,True,2,446.0
29661,"Action, Indie",Skullgirls,245170,Lab Zero Games,ANIMEPUSSY,True,1,446.0
29662,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,xX420BlazeItNoScopeXx,True,2,324.0
29663,"Action, Free to Play",Blacklight: Retribution,209870,Hardsuit Labs,xX420BlazeItNoScopeXx,True,2,324.0
29664,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,cakeandstuff,True,2,180.0
29665,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,76561198053916134,False,2,875.0
29666,Action,Left 4 Dead 2,550,Valve,76561198053916134,False,0,875.0
29667,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,Khaooschannel,True,2,1717.0
29668,Action,Killing Floor 2,232090,Tripwire Interactive,Khaooschannel,True,1,1717.0
29669,Action,Saints Row: The Third,55230,Volition,Khaooschannel,True,1,1717.0
29670,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,76561198064675833,False,2,6.0
29671,"Action, Adventure, Indie, RPG, Simulation",Reign Of Kings,344760,Code}{atch,76561198064675833,True,2,6.0
29672,"Action, Indie, Massively Multiplayer, Early Access",DayZ,221100,Bohemia Interactive,76561198064675833,True,0,6.0
29673,"Action, Simulation, Strategy",Arma 3,107410,Bohemia Interactive,76561198064675833,True,2,6.0
29674,"Indie, Simulation",Euro Truck Simulator 2,227300,SCS Software,76561198064675833,True,2,6.0
29676,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,Sniper64824,True,2,21.0
29677,"Action, Free to Play, Massively Multiplayer, RPG",Defiance,224600,"Trion Worlds, Inc.",Sniper64824,True,2,21.0
29678,"Action, Indie, RPG, Strategy",Dungeon Defenders,65800,Trendy Entertainment,Sniper64824,True,1,21.0
29679,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,76561198060715854,True,0,5752.0
29680,Action,DARK SOULS™ III,374320,"FromSoftware, Inc.",76561198060715854,True,2,5752.0
29681,"Action, Adventure",Grand Theft Auto V,271590,Rockstar North,76561198060715854,True,1,5752.0
29682,"Action, Adventure, Indie, RPG",TinyKeep,278620,Phigames,76561198060715854,True,2,5752.0
29683,Action,BioShock Infinite,8870,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",76561198060715854,True,1,5752.0
29684,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,Kazkaz,True,2,21.0
29685,"Action, Adventure, Indie",Cry of Fear,223710,Team Psykskallar,Kazkaz,True,1,21.0
29688,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,76561198071252693,True,2,103.0
29689,"Action, Adventure, Indie, RPG",Terraria,105600,Re-Logic,76561198071252693,True,2,103.0
29690,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,76561198046193884,True,2,1352.0
29691,"Casual, Free to Play",Frozen Free Fall: Snowball Fight,357480,SuperVillain Studios,76561198046193884,True,2,1352.0
29692,"Action, RPG",Dying Light,239140,Techland,76561198046193884,True,2,1352.0
29694,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,76561198092084120,False,2,30.0
29695,"Action, Adventure, RPG",How to Survive,250400,Eko Software,76561198092084120,True,2,30.0
29697,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,Mitch_brawdogger,False,1,19.0
29698,"Action, Indie, Racing, Sports",Rocket League®,252950,"Psyonix, Inc.",Mitch_brawdogger,True,1,19.0
29699,"Action, Adventure",Call of Duty®: Black Ops III,311210,Treyarch,Mitch_brawdogger,False,1,19.0
29700,"Action, Adventure",DEAD RISING®,427190,Capcom,Mitch_brawdogger,False,2,19.0
29701,Action,Dead Rising 3 Apocalypse Edition,265550,Capcom Game Studio Vancouver,Mitch_brawdogger,False,1,19.0
29702,"Action, Adventure",Saints Row IV,206420,Deep Silver Volition,Mitch_brawdogger,True,0,19.0
29703,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,Shaun9112,False,0,20.0
29705,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,lepon,False,0,106.0
29706,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,lozenger,True,2,431.0
29707,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,76561198056913746,True,0,94.0
29708,"Action, Adventure, Indie",Cry of Fear,223710,Team Psykskallar,76561198056913746,True,0,94.0
29709,Action,Red Faction Guerrilla Steam Edition,20500,"Volition,Reactor Zero,THQ Nordic",76561198056913746,True,2,94.0
29710,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,minkang7360,False,2,20.0
29711,"Action, Free to Play",Evolve Stage 2,273350,Turtle Rock Studios,minkang7360,True,2,20.0
29712,"Action, RPG",Borderlands 2,49520,"Gearbox Software,Aspyr (Mac &amp; Linux)",minkang7360,True,2,20.0
29713,Action,Left 4 Dead 2,550,Valve,minkang7360,True,2,20.0
29714,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,itsGeeGee,True,0,31.0
29715,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,76561197996328974,False,1,213.0
29716,Action,Mortal Kombat X,307780,"NetherRealm Studios,High Voltage Software",76561197996328974,False,0,213.0
29718,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,sogogamer,True,2,93.0
29719,"Free to Play, Simulation",Mitos.is: The Game,389570,Freakinware Studios,sogogamer,True,2,93.0
29720,"Action, Indie, Strategy",Verdun,242860,"M2H,Blackmill Games",sogogamer,True,2,93.0
29721,"Action, Adventure",Grand Theft Auto V,271590,Rockstar North,sogogamer,True,2,93.0
29722,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,sogogamer,True,2,93.0
29723,"Action, Simulation, Strategy",Arma 3,107410,Bohemia Interactive,sogogamer,True,2,93.0
29724,"Action, Adventure, Indie, RPG",Terraria,105600,Re-Logic,sogogamer,True,2,93.0
29725,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,LEMONLIAM13,False,2,3.0
29726,"Action, Adventure",Spec Ops: The Line,50300,Yager Development,LEMONLIAM13,True,2,3.0
29728,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,76561197999882687,True,2,178.0
29730,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,Gotcharrr,True,2,5.0
29731,"Adventure, Racing, Simulation",SPINTIRES™,263280,Oovee® Game Studios,Gotcharrr,True,0,5.0
29732,"Action, Free to Play, Massively Multiplayer, RPG",Defiance,224600,"Trion Worlds, Inc.",Gotcharrr,True,1,5.0
29733,"Action, Free to Play",Warframe,230410,Digital Extremes,Gotcharrr,True,2,5.0
29734,"Action, RPG",Borderlands 2,49520,"Gearbox Software,Aspyr (Mac &amp; Linux)",Gotcharrr,True,2,5.0
29735,Action,The Darkness II,67370,Digital Extremes,Gotcharrr,True,2,5.0
29744,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,hitlersokiguess,False,2,780.0
29745,"Action, Free to Play, Indie, Massively Multiplayer",Heroes & Generals,227940,Reto-Moto,hitlersokiguess,False,2,780.0
29746,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,76561198079526431,True,2,609.0
29747,"Action, RPG",Dying Light,239140,Techland,76561198079526431,True,2,609.0
29748,"Action, Adventure",Sniper Elite 3,238090,Rebellion,76561198079526431,True,2,609.0
29749,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,76561198082010183,True,2,79.0
29750,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,76561198082255255,True,0,2940.0
29751,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,76561198092003845,True,2,149.0
29752,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,bananasquirrel,False,2,4.0
29753,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,BOYKOOPS,True,0,4.0
29754,"Indie, RPG",Undertale,391540,tobyfox,BOYKOOPS,True,1,4.0
29755,"Action, Adventure",No Man's Sky,275850,Hello Games,BOYKOOPS,False,0,4.0
29757,"Action, Adventure, Indie",Lifeless Planet Premier Edition,261530,Stage 2 Studios,76561198089846453,True,0,137.0
29759,"Action, Adventure, Indie, RPG",Magicite,268750,SmashGames,76561198084697858,True,0,3.0
